algorithm,num_agents,seed,isr,success,reached,makespan,flowtime,detour_ratio,runtime,collisions,deadlocks_detected,deadlocks_resolved,resolution_rate,agents_replanned,memory_mb,initial_planning_time,wfg_update_time,detection_time,resolution_time,map_id,map_type,map_size
drimaps,60,789,0.65,False,39,175,2222,2.2836,0.6455,0,171,171,1.0,239,48.86,0.0713,0.047,0.0096,0.3334,room,room,32x32
drimaps_no_cycle,60,789,0.0833,False,5,28,76,1.1455,0.5828,0,99,99,1.0,100,48.86,0.0708,0.1073,0.001,0.2124,room,room,32x32
drimaps_no_classify,60,789,0.5667,False,34,153,2220,2.8297,0.6511,0,222,222,1.0,283,48.86,0.0652,0.0634,0.0121,0.3267,room,room,32x32
drimaps_no_minimal,60,789,0.4,False,24,121,1114,2.0564,1.0797,0,226,226,1.0,701,48.86,0.0666,0.0684,0.0122,0.7333,room,room,32x32
drimaps,80,789,0.5125,False,41,170,2093,2.2768,1.257,0,291,291,1.0,600,48.86,0.0835,0.1009,0.0159,0.736,room,room,32x32
drimaps_no_cycle,80,789,0.15,False,12,33,144,1.0833,0.8753,0,142,142,1.0,145,48.86,0.0737,0.1706,0.0014,0.3054,room,room,32x32
drimaps_no_classify,80,789,0.5,False,40,171,2151,2.4796,0.8622,0,245,245,1.0,365,48.86,0.0754,0.1004,0.0143,0.3607,room,room,32x32
drimaps_no_minimal,80,789,0.5625,False,45,176,2894,2.5538,1.4787,0,336,336,1.0,1118,48.86,0.0813,0.0996,0.0156,0.972,room,room,32x32
drimaps,60,1024,0.5333,False,32,151,1612,2.4176,0.8741,0,246,246,1.0,363,48.86,0.0581,0.0589,0.013,0.5488,room,room,32x32
drimaps_no_cycle,60,1024,0.1333,False,8,25,96,1.2631,0.6582,0,128,128,1.0,132,48.86,0.0592,0.1045,0.001,0.2947,room,room,32x32
drimaps_no_classify,60,1024,0.4667,False,28,142,1372,2.6847,0.869,0,270,270,1.0,423,48.86,0.0609,0.0664,0.0137,0.5325,room,room,32x32
drimaps_no_minimal,60,1024,0.3833,False,23,130,934,2.6427,1.1382,0,370,370,1.0,945,48.86,0.0575,0.0699,0.0136,0.7969,room,room,32x32
drimaps,80,1024,0.6375,False,51,189,2698,2.2693,1.0796,0,228,228,1.0,439,48.86,0.0813,0.0801,0.013,0.5868,room,room,32x32
drimaps_no_cycle,80,1024,0.2,False,16,28,208,1.0625,0.8539,0,153,153,1.0,158,48.86,0.0826,0.152,0.0013,0.2879,room,room,32x32
drimaps_no_classify,80,1024,0.5625,False,45,191,2872,3.0434,0.9409,0,260,260,1.0,403,48.86,0.0828,0.1004,0.0149,0.4082,room,room,32x32
drimaps_no_minimal,80,1024,0.4625,False,37,143,1606,2.0848,1.6686,0,306,306,1.0,1103,48.86,0.0751,0.1062,0.0158,1.1395,room,room,32x32
drimaps,60,7,0.5667,False,34,122,1169,1.7312,0.7093,0,178,178,1.0,270,48.86,0.0605,0.0497,0.0115,0.3914,room,room,32x32
drimaps_no_cycle,60,7,0.1833,False,11,62,170,1.0402,0.47,0,54,54,1.0,55,48.86,0.0562,0.098,0.0009,0.1264,room,room,32x32
drimaps_no_classify,60,7,0.55,False,33,147,1440,2.482,0.5272,0,143,143,1.0,177,48.86,0.0571,0.0528,0.0109,0.2027,room,room,32x32
drimaps_no_minimal,60,7,0.6167,False,37,107,1600,2.0182,0.8743,0,201,201,1.0,623,48.86,0.0614,0.0479,0.011,0.5608,room,room,32x32
drimaps,80,7,0.55,False,44,117,1468,1.7686,0.8539,0,209,209,1.0,323,48.86,0.0768,0.081,0.0124,0.3651,room,room,32x32
drimaps_no_cycle,80,7,0.1625,False,13,20,137,1.0,0.5977,0,35,35,1.0,35,48.86,0.0689,0.1628,0.0011,0.0662,room,room,32x32
drimaps_no_classify,80,7,0.45,False,36,185,1518,2.6052,0.9686,0,306,306,1.0,461,48.86,0.0723,0.1081,0.0171,0.4478,room,room,32x32
drimaps_no_minimal,80,7,0.5375,False,43,195,1904,2.473,1.1916,0,287,287,1.0,797,48.86,0.0755,0.0909,0.0141,0.6688,room,room,32x32
drimaps,60,88,0.6167,False,37,87,1275,1.7268,0.7298,0,157,157,1.0,290,48.86,0.0527,0.0428,0.01,0.4381,room,room,32x32
drimaps_no_cycle,60,88,0.25,False,15,35,224,1.0322,0.4287,0,54,54,1.0,56,48.86,0.0512,0.0827,0.0009,0.119,room,room,32x32
drimaps_no_classify,60,88,0.4833,False,29,186,1241,2.3371,0.6821,0,249,249,1.0,348,48.86,0.0582,0.0593,0.0126,0.3655,room,room,32x32
drimaps_no_minimal,60,88,0.5,False,30,169,1322,2.0908,0.9171,0,230,230,1.0,651,48.86,0.0508,0.0593,0.0124,0.5994,room,room,32x32
drimaps,80,88,0.55,False,44,175,2314,2.5791,0.9754,0,299,299,1.0,432,48.86,0.0781,0.0952,0.0159,0.462,room,room,32x32
drimaps_no_cycle,80,88,0.15,False,12,40,156,1.0,0.6827,0,58,58,1.0,58,48.86,0.0793,0.1626,0.0012,0.1258,room,room,32x32
drimaps_no_classify,80,88,0.5625,False,45,168,2708,3.3041,0.861,0,255,255,1.0,380,48.86,0.0723,0.0981,0.0156,0.3532,room,room,32x32
drimaps_no_minimal,80,88,0.4375,False,35,140,1913,2.5488,1.3901,0,400,400,1.0,1161,48.86,0.079,0.1169,0.0177,0.8497,room,room,32x32
drimaps,60,2024,0.5,False,30,188,1755,2.5718,0.6839,0,231,231,1.0,307,48.86,0.0518,0.0655,0.0135,0.3445,room,room,32x32
drimaps_no_cycle,60,2024,0.1667,False,10,21,114,1.0,0.688,0,194,194,1.0,195,48.86,0.056,0.0999,0.0011,0.3222,room,room,32x32
drimaps_no_classify,60,2024,0.3833,False,23,122,1140,2.7661,0.6926,0,292,292,1.0,467,48.86,0.0499,0.0746,0.0138,0.3562,room,room,32x32
drimaps_no_minimal,60,2024,0.5333,False,32,183,2502,3.5586,0.8844,0,256,256,1.0,818,48.86,0.048,0.0701,0.0134,0.5573,room,room,32x32
drimaps,80,2024,0.425,False,34,118,1426,2.1099,1.2592,0,327,327,1.0,562,48.86,0.0829,0.1175,0.0179,0.6889,room,room,32x32
drimaps_no_cycle,80,2024,0.1875,False,15,51,267,1.0,0.8162,0,99,99,1.0,112,48.86,0.0763,0.1667,0.0013,0.229,room,room,32x32
drimaps_no_classify,80,2024,0.4125,False,33,146,1427,2.6009,1.1503,0,373,373,1.0,608,48.86,0.0835,0.1163,0.0169,0.6003,room,room,32x32
drimaps_no_minimal,80,2024,0.4875,False,39,171,2345,2.7893,1.7716,0,314,314,1.0,1307,48.86,0.0834,0.1116,0.0165,1.2184,room,room,32x32
drimaps,60,13579,0.5167,False,31,140,1215,2.0833,0.7803,0,211,211,1.0,354,48.86,0.0619,0.0553,0.0116,0.4481,room,room,32x32
drimaps_no_cycle,60,13579,0.25,False,15,43,212,1.037,0.5441,0,92,92,1.0,95,48.86,0.0535,0.0914,0.0011,0.2046,room,room,32x32
drimaps_no_classify,60,13579,0.5167,False,31,197,1455,2.4862,0.5718,0,158,158,1.0,230,48.86,0.0535,0.0577,0.0171,0.2441,room,room,32x32
drimaps_no_minimal,60,13579,0.5,False,30,136,1319,2.0229,0.9238,0,249,249,1.0,702,48.86,0.0538,0.0596,0.0122,0.6013,room,room,32x32
drimaps,80,13579,0.4875,False,39,113,1243,1.8618,0.897,0,249,249,1.0,399,48.86,0.0725,0.0868,0.0138,0.4249,room,room,32x32
drimaps_no_cycle,80,13579,0.2125,False,17,36,255,1.3862,0.6128,0,46,46,1.0,48,48.86,0.0677,0.146,0.0011,0.1094,room,room,32x32
drimaps_no_classify,80,13579,0.5375,False,43,181,2335,2.9805,0.8065,0,239,239,1.0,358,48.86,0.072,0.0924,0.0134,0.3266,room,room,32x32
drimaps_no_minimal,80,13579,0.5,False,40,164,1891,2.5951,1.2915,0,346,346,1.0,989,48.86,0.0663,0.0948,0.0152,0.8099,room,room,32x32
drimaps,60,24680,0.5667,False,34,150,1474,1.9534,0.56,0,215,215,1.0,231,48.86,0.053,0.0518,0.0113,0.247,room,room,32x32
drimaps_no_cycle,60,24680,0.2333,False,14,36,226,1.2288,0.715,0,210,210,1.0,215,48.86,0.0608,0.089,0.0011,0.3346,room,room,32x32
drimaps_no_classify,60,24680,0.65,False,39,131,1992,2.3277,0.4686,0,162,162,1.0,211,48.86,0.0545,0.0467,0.0107,0.1662,room,room,32x32
drimaps_no_minimal,60,24680,0.3,False,18,87,494,1.7798,0.9993,0,345,345,1.0,946,48.86,0.0547,0.0807,0.0142,0.6469,room,room,32x32
drimaps,80,24680,0.475,False,38,147,1514,2.1918,1.1418,0,288,288,1.0,512,48.86,0.0762,0.1031,0.0158,0.6034,room,room,32x32
drimaps_no_cycle,80,24680,0.125,False,10,34,197,1.0,0.7463,0,68,68,1.0,70,48.86,0.0768,0.1847,0.0012,0.149,room,room,32x32
drimaps_no_classify,80,24680,0.4625,False,37,215,2153,3.5698,0.9684,0,272,272,1.0,423,48.86,0.0784,0.1152,0.0165,0.4223,room,room,32x32
drimaps_no_minimal,80,24680,0.425,False,34,191,1926,3.2724,1.5901,0,449,449,1.0,1282,48.86,0.0821,0.1251,0.0186,1.0228,room,room,32x32
drimaps,60,42,0.55,False,33,47,741,1.5393,0.4652,0,149,149,1.0,152,48.86,0.062,0.0407,0.0099,0.1826,open,open,32x32
drimaps_no_cycle,60,42,0.4,False,24,65,585,1.2955,0.5939,0,185,185,1.0,190,48.86,0.0697,0.0573,0.0009,0.3025,open,open,32x32
drimaps_no_classify,60,42,0.7,False,42,61,1268,1.7129,0.3668,0,97,97,1.0,110,48.86,0.0688,0.0302,0.0063,0.0975,open,open,32x32
drimaps_no_minimal,60,42,0.6667,False,40,80,1284,1.8962,0.5032,0,142,142,1.0,302,48.86,0.0619,0.0342,0.0077,0.2339,open,open,32x32
drimaps,80,42,0.675,False,54,70,1396,1.7078,0.7041,0,134,134,1.0,164,48.86,0.0858,0.0555,0.0091,0.246,open,open,32x32
drimaps_no_cycle,80,42,0.35,False,28,51,594,1.322,0.6416,0,50,50,1.0,55,48.86,0.0882,0.1168,0.0011,0.1416,open,open,32x32
drimaps_no_classify,80,42,0.65,False,52,68,1460,1.8732,0.6176,0,122,122,1.0,137,48.86,0.0888,0.0597,0.0104,0.1565,open,open,32x32
drimaps_no_minimal,80,42,0.6625,False,53,150,1708,1.9769,0.9285,0,206,206,1.0,444,48.86,0.0813,0.061,0.0101,0.4735,open,open,32x32
drimaps,60,123,0.75,False,45,55,902,1.2673,0.3476,0,74,74,1.0,100,48.86,0.0571,0.0225,0.0054,0.1056,open,open,32x32
drimaps_no_cycle,60,123,0.9,False,54,136,2146,2.4892,0.3749,0,157,157,1.0,162,48.86,0.0564,0.0215,0.0007,0.1425,open,open,32x32
drimaps_no_classify,60,123,0.6833,False,41,48,762,1.3079,0.3011,0,52,52,1.0,59,48.86,0.0517,0.0262,0.0055,0.0591,open,open,32x32
drimaps_no_minimal,60,123,0.75,False,45,93,975,1.2981,0.4588,0,103,103,1.0,213,48.86,0.0519,0.0237,0.006,0.2169,open,open,32x32
drimaps,80,123,0.6125,False,49,109,1326,1.6051,0.7631,0,219,219,1.0,229,48.86,0.0819,0.0628,0.0104,0.3193,open,open,32x32
drimaps_no_cycle,80,123,0.3625,False,29,79,734,1.4954,0.8063,0,183,183,1.0,185,48.86,0.0805,0.1086,0.0011,0.3243,open,open,32x32
drimaps_no_classify,80,123,0.5625,False,45,70,1230,1.8644,0.6344,0,137,137,1.0,156,48.86,0.0809,0.0693,0.0097,0.1716,open,open,32x32
drimaps_no_minimal,80,123,0.6125,False,49,149,1587,1.7756,0.9357,0,287,287,1.0,640,48.86,0.0894,0.0666,0.0112,0.4727,open,open,32x32
drimaps,60,456,0.65,False,39,54,874,1.239,0.4418,0,113,113,1.0,123,48.86,0.0686,0.0326,0.0079,0.1597,open,open,32x32
drimaps_no_cycle,60,456,0.7167,False,43,50,1159,1.4437,0.4525,0,191,191,1.0,194,48.86,0.0687,0.029,0.0008,0.1859,open,open,32x32
drimaps_no_classify,60,456,0.65,False,39,71,1124,1.7219,0.3674,0,78,78,1.0,101,48.86,0.0609,0.0341,0.0078,0.0932,open,open,32x32
drimaps_no_minimal,60,456,0.6,False,36,86,1124,1.4458,0.5251,0,208,208,1.0,435,48.86,0.0611,0.0403,0.0086,0.2426,open,open,32x32
drimaps,80,456,0.625,False,50,71,1517,1.66,0.7114,0,137,137,1.0,166,48.86,0.0875,0.0637,0.0108,0.2531,open,open,32x32
drimaps_no_cycle,80,456,0.2625,False,21,44,365,1.2558,0.6833,0,57,57,1.0,62,48.86,0.0877,0.1306,0.0011,0.1559,open,open,32x32
drimaps_no_classify,80,456,0.6,False,48,181,2412,2.7153,0.7877,0,191,191,1.0,236,48.86,0.0864,0.0822,0.0126,0.3026,open,open,32x32
drimaps_no_minimal,80,456,0.525,False,42,78,1381,1.7498,1.0098,0,308,308,1.0,697,48.86,0.0841,0.081,0.0116,0.5321,open,open,32x32
drimaps,60,789,0.7333,False,44,66,1049,1.342,0.3614,0,66,66,1.0,69,48.86,0.0549,0.0262,0.0059,0.1019,open,open,32x32
drimaps_no_cycle,60,789,0.7167,False,43,64,1069,1.4633,0.3919,0,196,196,1.0,196,48.86,0.0554,0.0276,0.0008,0.1329,open,open,32x32
drimaps_no_classify,60,789,0.6167,False,37,92,878,1.6175,0.3793,0,72,72,1.0,77,48.86,0.0571,0.036,0.007,0.1012,open,open,32x32
drimaps_no_minimal,60,789,0.7333,False,44,154,1422,1.9021,0.4954,0,107,107,1.0,221,48.86,0.0629,0.0299,0.0124,0.2174,open,open,32x32
drimaps,80,789,0.675,False,54,93,1420,1.5676,0.6603,0,111,111,1.0,119,48.86,0.0845,0.054,0.0097,0.2057,open,open,32x32
drimaps_no_cycle,80,789,0.4125,False,33,146,1263,2.4202,0.8418,0,164,164,1.0,171,48.86,0.0864,0.1069,0.0011,0.3165,open,open,32x32
drimaps_no_classify,80,789,0.6625,False,53,102,1487,1.666,0.5571,0,80,80,1.0,96,48.86,0.0842,0.0563,0.0088,0.1132,open,open,32x32
drimaps_no_minimal,80,789,0.5875,False,47,64,1163,1.5523,0.8665,0,273,273,1.0,585,48.86,0.0843,0.0676,0.0113,0.4003,open,open,32x32
drimaps,60,1024,0.6167,False,37,68,906,1.3896,0.4407,0,132,132,1.0,134,48.86,0.0664,0.0358,0.0093,0.1525,open,open,32x32
drimaps_no_cycle,60,1024,0.4333,False,26,57,522,1.3084,0.4671,0,101,101,1.0,102,48.86,0.0588,0.054,0.0009,0.1814,open,open,32x32
drimaps_no_classify,60,1024,0.6333,False,38,73,1058,1.6389,0.39,0,119,119,1.0,135,48.86,0.0596,0.0356,0.0074,0.1154,open,open,32x32
drimaps_no_minimal,60,1024,0.6,False,36,113,1218,1.9984,0.5719,0,140,140,1.0,329,48.86,0.0584,0.0404,0.0099,0.2843,open,open,32x32
drimaps,80,1024,0.65,False,52,86,1419,1.7054,0.6551,0,148,148,1.0,157,48.86,0.0859,0.0589,0.009,0.1816,open,open,32x32
drimaps_no_cycle,80,1024,0.2375,False,19,42,356,1.0309,0.7834,0,93,93,1.0,93,48.86,0.0859,0.149,0.0012,0.227,open,open,32x32
drimaps_no_classify,80,1024,0.575,False,46,134,1582,2.3594,0.7021,0,165,165,1.0,194,48.86,0.0921,0.0793,0.0123,0.1954,open,open,32x32
drimaps_no_minimal,80,1024,0.5625,False,45,73,1275,1.7835,0.9781,0,265,265,1.0,583,48.86,0.0823,0.0799,0.0125,0.4611,open,open,32x32
drimaps,60,7,0.6833,False,41,79,1150,1.4166,0.4512,0,95,95,1.0,103,48.86,0.0783,0.0307,0.0069,0.1755,open,open,32x32
drimaps_no_cycle,60,7,0.5667,False,34,99,1228,1.8044,0.5728,0,179,179,1.0,186,48.86,0.0677,0.0446,0.0008,0.2904,open,open,32x32
drimaps_no_classify,60,7,0.6667,False,40,116,1355,1.7257,0.406,0,94,94,1.0,119,48.86,0.0672,0.0348,0.0077,0.131,open,open,32x32
drimaps_no_minimal,60,7,0.5833,False,35,96,1352,2.0727,0.6512,0,174,174,1.0,372,48.86,0.0811,0.0446,0.0087,0.3456,open,open,32x32
drimaps,80,7,0.6,False,48,98,1204,1.5872,0.8175,0,215,215,1.0,237,48.86,0.0932,0.0644,0.011,0.3511,open,open,32x32
drimaps_no_cycle,80,7,0.375,False,30,70,803,1.616,0.7418,0,107,107,1.0,110,48.86,0.0823,0.1074,0.0011,0.2656,open,open,32x32
drimaps_no_classify,80,7,0.6375,False,51,87,1753,2.1678,0.671,0,131,131,1.0,169,48.86,0.0813,0.064,0.0107,0.2224,open,open,32x32
drimaps_no_minimal,80,7,0.7,False,56,99,2044,2.2301,0.9922,0,233,233,1.0,532,48.86,0.0931,0.0601,0.0107,0.5372,open,open,32x32
drimaps,60,88,0.6667,False,40,49,916,1.1683,0.4182,0,86,86,1.0,89,48.86,0.0764,0.0324,0.0135,0.1196,open,open,32x32
drimaps_no_cycle,60,88,0.8667,False,52,82,1559,1.3712,0.4068,0,185,185,1.0,194,48.86,0.0656,0.0209,0.0007,0.1532,open,open,32x32
drimaps_no_classify,60,88,0.7667,False,46,63,1230,1.394,0.2945,0,24,24,1.0,31,48.86,0.071,0.025,0.0059,0.028,open,open,32x32
drimaps_no_minimal,60,88,0.6667,False,40,60,963,1.1754,0.4553,0,121,121,1.0,251,48.86,0.0693,0.0312,0.0076,0.1784,open,open,32x32
drimaps,80,88,0.6125,False,49,125,1260,1.7775,0.6895,0,188,188,1.0,211,48.86,0.0736,0.0691,0.0108,0.2335,open,open,32x32
drimaps_no_cycle,80,88,0.225,False,18,41,307,1.0947,0.861,0,189,189,1.0,189,48.86,0.0799,0.1545,0.0013,0.3285,open,open,32x32
drimaps_no_classify,80,88,0.6,False,48,77,1502,2.1519,0.5897,0,150,150,1.0,183,48.86,0.0818,0.0666,0.0109,0.1304,open,open,32x32
drimaps_no_minimal,80,88,0.5,False,40,144,1177,1.9662,0.8599,0,309,309,1.0,653,48.86,0.0716,0.0823,0.0123,0.402,open,open,32x32
drimaps,60,2024,0.6833,False,41,93,1132,1.5859,0.5639,0,144,144,1.0,149,48.86,0.0817,0.0329,0.008,0.2595,open,open,32x32
drimaps_no_cycle,60,2024,0.4,False,24,42,481,1.48,0.47,0,73,73,1.0,73,48.86,0.0782,0.0584,0.0008,0.1544,open,open,32x32
drimaps_no_classify,60,2024,0.6167,False,37,95,1197,2.3767,0.4415,0,130,130,1.0,150,48.86,0.072,0.0396,0.008,0.1424,open,open,32x32
drimaps_no_minimal,60,2024,0.6667,False,40,88,1293,1.9758,0.6694,0,173,173,1.0,363,48.86,0.0776,0.0374,0.009,0.3684,open,open,32x32
drimaps,80,2024,0.75,False,60,124,2234,1.7441,0.7046,0,154,154,1.0,196,48.86,0.0903,0.0517,0.0099,0.2561,open,open,32x32
drimaps_no_cycle,80,2024,0.2375,False,19,46,335,1.0483,0.612,0,35,35,1.0,35,48.86,0.095,0.1329,0.001,0.0897,open,open,32x32
drimaps_no_classify,80,2024,0.6375,False,51,110,1981,1.9527,0.7386,0,220,220,1.0,266,48.86,0.0934,0.0675,0.0111,0.2676,open,open,32x32
drimaps_no_minimal,80,2024,0.625,False,50,156,1927,1.8544,0.8618,0,198,198,1.0,431,48.86,0.0948,0.0699,0.0117,0.3866,open,open,32x32
drimaps,60,13579,0.6833,False,41,76,1003,1.5443,0.4323,0,96,96,1.0,108,48.86,0.0685,0.0285,0.0069,0.1676,open,open,32x32
drimaps_no_cycle,60,13579,0.8,False,48,99,1764,2.0595,0.432,0,178,178,1.0,192,48.86,0.0653,0.026,0.0007,0.179,open,open,32x32
drimaps_no_classify,60,13579,0.7167,False,43,132,1547,2.0964,0.3594,0,81,81,1.0,97,48.86,0.0663,0.0295,0.0067,0.0969,open,open,32x32
drimaps_no_minimal,60,13579,0.6667,False,40,80,1032,1.6582,0.5626,0,130,130,1.0,285,48.86,0.0618,0.0315,0.0077,0.2968,open,open,32x32
drimaps,80,13579,0.675,False,54,73,1556,1.4896,0.6746,0,129,129,1.0,149,48.86,0.0949,0.0536,0.0095,0.234,open,open,32x32
drimaps_no_cycle,80,13579,0.3,False,24,99,636,1.8134,0.8649,0,162,162,1.0,165,48.86,0.0963,0.1201,0.0011,0.362,open,open,32x32
drimaps_no_classify,80,13579,0.6125,False,49,138,2016,2.1985,0.6964,0,175,175,1.0,236,48.86,0.0897,0.07,0.0107,0.2418,open,open,32x32
drimaps_no_minimal,80,13579,0.5375,False,43,151,1472,1.9001,1.0472,0,299,299,1.0,638,48.86,0.0968,0.0774,0.0123,0.5711,open,open,32x32
drimaps,60,24680,0.75,False,45,62,1324,1.7705,0.3582,0,77,77,1.0,84,48.86,0.0631,0.0268,0.0057,0.1074,open,open,32x32
drimaps_no_cycle,60,24680,0.3167,False,19,42,335,1.0483,0.39,0,61,61,1.0,63,48.86,0.0638,0.0624,0.0008,0.1074,open,open,32x32
drimaps_no_classify,60,24680,0.7667,False,46,158,2132,2.4589,0.3884,0,137,137,1.0,168,48.86,0.0583,0.0318,0.0074,0.1352,open,open,32x32
drimaps_no_minimal,60,24680,0.65,False,39,65,1017,1.4895,0.5547,0,154,154,1.0,319,48.86,0.0585,0.0335,0.0076,0.2885,open,open,32x32
drimaps,80,24680,0.65,False,52,78,1400,1.6756,0.7685,0,221,221,1.0,243,48.86,0.083,0.0597,0.0113,0.3401,open,open,32x32
drimaps_no_cycle,80,24680,0.275,False,22,59,415,1.1326,0.6423,0,66,66,1.0,69,48.86,0.0827,0.1278,0.0011,0.15,open,open,32x32
drimaps_no_classify,80,24680,0.6,False,48,114,1874,2.3031,0.7212,0,208,208,1.0,260,48.86,0.0836,0.0714,0.0111,0.2681,open,open,32x32
drimaps_no_minimal,80,24680,0.65,False,52,97,1741,1.8274,0.9576,0,233,233,1.0,543,48.86,0.098,0.0626,0.0106,0.5028,open,open,32x32
